Time,fms,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,individual,simulation
11-44-00,0,0.127,0.876,-0.340,0.314,42.625,140.788,199.275,1,room
11-44-01,0,0.098,0.880,-0.369,0.276,44.894,144.129,357.479,1,room
11-44-02,0,-0.018,0.956,-0.088,-0.127,10.936,194.667,357.064,1,room
11-44-03,0,-0.033,0.726,-0.003,-0.681,2.804,266.258,357.561,1,room
11-44-04,0,-0.097,0.696,-0.091,-0.700,15.314,270.138,259.888,1,room
11-44-05,0,-0.191,0.730,-0.241,-0.610,35.796,260.088,26.734,1,room
11-44-06,0,-0.127,0.749,-0.135,-0.631,21.444,260.050,322.718,1,room
11-44-07,0,-0.202,0.787,-0.294,-0.496,41.621,243.392,203.279,1,room
11-44-08,0,-0.158,0.779,-0.242,-0.541,33.734,249.528,198.887,1,room
11-44-09,0,-0.001,0.672,0.022,-0.726,250.286,274.494,357.641,1,room
11-44-10,0,-0.033,0.166,0.008,-0.974,73.165,270.943,347.297,1,room
11-44-11,0,-0.095,-0.299,0.018,-0.945,11.014,35.240,1.480,1,room
11-44-12,0,-0.200,0.177,-0.060,-0.915,25.059,218.368,25.903,1,room
11-44-13,0,-0.058,0.752,-0.020,-0.652,6.161,261.594,356.703,1,room
11-44-14,0,-0.067,0.786,-0.074,-0.610,11.440,255.511,335.092,1,room
11-44-15,0,-0.065,0.771,-0.059,-0.630,9.980,258.381,358.464,1,room
11-44-16,0,-0.077,0.769,-0.067,-0.631,11.575,258.555,358.005,1,room
11-44-17,0,-0.029,0.753,-0.034,-0.656,5.123,262.100,174.308,1,room
11-44-18,0,-0.020,0.763,-0.056,-0.644,6.406,260.512,2.400,1,room
11-44-19,0,-0.016,0.766,-0.049,-0.641,5.482,259.954,37.096,1,room
11-44-20,0,-0.045,0.854,-0.128,-0.413,16.086,231.095,185.385,1,room
11-44-21,0,-0.000,0.908,-0.078,0.385,8.482,133.792,356.783,1,room
11-44-22,0,0.027,0.245,-0.034,0.180,9.257,69.901,356.100,1,room
11-44-23,0,-0.013,0.930,-0.315,0.051,36.917,172.996,273.137,1,room
11-44-24,0,-0.089,0.826,-0.194,-0.493,25.120,242.112,152.593,1,room
11-44-25,0,-0.015,0.747,-0.009,-0.665,1.888,263.357,260.100,1,room
11-44-26,0,-0.007,0.725,-0.007,-0.688,1.163,266.983,180.018,1,room
11-44-27,0,0.004,0.728,-0.017,-0.685,1.051,266.550,1.657,1,room
11-44-28,0,-0.030,0.726,-0.050,-0.685,6.522,266.685,1.481,1,room
11-44-29,0,-0.035,0.734,-0.043,-0.676,6.273,265.325,72.381,1,room
